COD_SS|STATUS|STATUS_REASON|DATA_STATUS|ARMARIO|STREETNAME|STATEORPROVINCE|POSTCODE|CNL|NEIGHBORDHOOD|CATEGORIZES_TYPE|SPECIFICATION_TYPE|SPECIFICATION_PRODUCT|DETAIL|DATA_ABERTURA|DATA_VENCIMENTO|TIME_SLOT|PHYSICALRESOURCESUMMARY|TELEPHONENUMERIC|DESIGNATOR|CITY|CLUSTER_|FABRICA|REGIONAL|CUSTOMER_DOCUMENTNUMERIC|CUSTOMER_NAME|EXECUTEDBYLOGIN|EXECUTEDBYNAME|NOTDONEREASON|PRIORITY|SCHEDULEPROFILE|CUSTOMER_SEGMENT|DATA_AGENDADA|REDESPACHO|CONTEXTO_SIEBEL|TOTAL_REPETIDO_30D_PL|TECNICO_CHECKLIST|SERVICE_TECHNOLOGY|VELOCIDADEADSL|REPETIDO_PRODUTO_30D|REGISTRADO_CHECKLIST|CUSTOMER_RANK|SEGMENTACAO|DESIGNADOR_TV|REDE|MICROAREA|TELEPHONIC_AREA|CENTRAL_OFFICE|PHYSICAL_LINK_MEDIA_TYPE|FLAG_RECENTE|EXECUTOR_BA|TEC_ANTERIOR|PRIMEIRO_AGENDAMENTO|CABO_PRIMARIO|PAR_PRIMARIO|CABO_SECUNDARIO|PAR_SECUNDARIO|LATERAL_PRIMARIO|LATERAL|NUMERO_CAIXA|NOME_MSAN|NP|DATA_CARGA|DATA_LAST_UPDATE_PLWO|ID_FIBRA|OLT|OLT_PORTA|OLT_SLOT|SPLITTER_FIBRA_L2|ORIGEM_CONTATO|ABERTURA_TIPO2_SIEBEL|LATITUDE|LONGITUDE|CLIENTE_GOAS|MARCACAO_VIA_CHAT|PLATFORM|IND_CRITICOS|IND_DISPONIBILIDADE_FIBRA|SAS_BUSINESSID|SAS_STATUSREASON|SASEVEN_CODE|SASEVEN_VIVO1_ID|SASEVEN_DATA_INICIO|SASEVEN_FLAG_ATIVO|SASEVEN_DATA_PREVISAO|SASEVEN_DATA_FECHAMENTO|SASEVEN_LEVEL|SASEVEN_CREATOR|SASCAUSA_NOME|XA_FAULT_REASON|XA_OPERATOR_ID|XA_API_CANCEL_REASON|NOM_SISTEMA_ORIGEM|FLAG_ICMCOE|DESIGNADOR_ACESSO|FLAG_CASAINTELIGENTE|PARENT1|PARENT2|PARENT3|PARENT4|AURA_CASO|AURA_DAT_ENVIO|AURA_DAT_CONF|AURA_RETORNO|IFI|IFI_GERADOR|IRR|IRR_GERADOR|FL_COBERTURA|FL_DISPONIBILIDADE|FL_22K|FLAG_ANATEL|ID_MASSIVA|ID_ORIGEM_MASSIVA|STATUS_MASSIVA|STATUS_CERT_CE|STATUS_CERTIFICACAO_QUALIDADE|V_SEM_TESTE|STATUS_AURA|RESPOSTA_AURA|V_PRAZO_ENCERRAMENTO_CO|V_PRAZO_CERTIFICACAO_GERAL|AGING_ENVIO_COE_ENCERRAR|AGING_FIM_DESASSOCIACAO|STATUS_CIRE|RESULTADO_TESTE_AUTH_TI|RESULTADO_TESTE_SYNC_TI|DATA_PROCESSAMENTO_REPARO|DATA_ENCOUCANC_MASSIVA|DATA_ENVIO_AURA|DATA_RESPOSTA_AURA|DATA_STATUS_CIRE|DATA_DISPARO_TESTE_TI|DATA_COLETA_TESTE_TI|DATA_ENVIO_COE_ENCERRAR|DATA_DESASSOCIACAO|FLAG_FOI_DESASSOCIADO|IND_PASSAGEM_OUVIDORIA
196940692|AGENDADA||21/07/2026 21:30:48|GOMNI_G1I01|JOSE JOAQUIM DE RESENDEQUADRA SN|GO|75830032|62114|MINEIROS|TROUBLETICKET|DEFEITO|BANDA|NAO NAVEGA CADASTRO|21/07/2026 14:38:14|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: MNI-41442170-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 257 Vlan Unicast: N/E Vlan Rede: 102 Vlan Audiência: 257 Caixa Subterrânea: I01G01331 Fibra 1º Nível: N/E Fibra Porta: 1 Fibra Splitter 2: I01G01331 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||MNI-815SFGYN52-013|MINEIROS|GOIANIA| |CENTRO OESTE|||||||A0177091|RESIDENCIAL||0|C00709D754|0|NAO|SIP GPON |700 Mbps|0|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|MNI-41442170-069|1|||I01G01331|||-52.551222600000003|-17.567014300000000|NAO|||0|False|||||||||||||||NEXT|||0|62114_FB0003827678|GOMNI_G1I01|75830032|BKT_MINEIROS|||||0||0|||||||||||||||||||||||||||||||0
196940711|AGENDADA||21/07/2026 21:31:12|PEPTA_G1I01|RUA JOSE PEDRO DE BARROS 215|PE|56330520|81119|CAMINHO DO SOL|TROUBLETICKET|DEFEITO|BANDA|PROBLEMAS COM INTERNET|21/07/2026 14:38:14|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: PTA-60307592-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 147 Vlan Unicast: N/E Vlan Rede: 101 Vlan Audiência: 147 Caixa Subterrânea: I01G01128 Fibra 1º Nível: N/E Fibra Porta: 2 Fibra Splitter 2: I01G01128 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||PTA-V0001R2V3W-013|PETROLINA|FEIRA DE SANTANA| |NORDESTE|||||||A0136143|RESIDENCIAL||0|V0001R2V3W|0|NAO| GPON |700 Mbps|0|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|PTA-60307592-069|1|||I01G01128|||-40.499540699999997|-9.378952800000000|NAO|||0|False|||||||||||||||NEXT|||0|81119_FB0006683912|PEPTA_G1I01|56330520|BKT_PETROLINA|||||0||0|||||||||||||||||||||||||||||||0
196940973|AGENDADA||21/07/2026 21:30:48|CEFLA_G1I12|RUA LAURO MAIA 999|CE|60055295|85000|FATIMA|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 14:39:46|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.LAURO MAIA-999-RES CENTRAL PARK-BL A999 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: FLA-61001646-069 Tipo Rede Fibra: FTTA ID ONT: N/E OLT: FLA_I12_1_GPON_VLAN_527_528_529_596-HUA OLT Porta: 10 OLT Slot: 5 Vlan Multicast: 4000 Vlan Usuario: 1730 Vlan Unicast: 3929 Vlan Rede: 528 Vlan Audiência: 1730 Caixa Subterrânea: I12SP134SS5 Fibra 1º Nível: I12-F#134 Fibra Porta: 1 Fibra Splitter 2: I12SP134SS5 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I12-F#134 Lateral Fibra: N/E||FLA-V0001RGPUN-013|FORTALEZA|FORTALEZA| |NORDESTE|||||||81079462|RESIDENCIAL||0|V0001RGPUN|0|NAO| GPON |300 Mbps|0|NAO|SILVER|SILVER||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|FLA-61001646-069|FLA_I12_1_GPON_VLAN_527_528_529_596-HUA|10|5|I12SP134SS5|||-38.521937250651000|-3.748207658152000|NAO|||0|False|||||||||||||||NEXT|||0|85000_3458|CEFLA_G1I12|60055295|BKT_FORTALEZA_R2_LESTE|||||0||0|||||||||||||||||||||||||||||||0
196941009|AGENDADA||21/07/2026 21:50:30|AMMNS_G1N02|RUA FERREIRA PENA 1090|AM|69025010|92000|CENTRO|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 14:39:59|22/07/2026 19:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: MNS-67617262-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 480 Vlan Unicast: N/E Vlan Rede: 118 Vlan Audiência: 480 Caixa Subterrânea: N02G0002 Fibra 1º Nível: N/E Fibra Porta: 6 Fibra Splitter 2: N02G0002 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||MNS-V0001VA1VY-013|MANAUS|MANAUS| |NORTE|||||||81069915|RESIDENCIAL||0|V0001VA1VY|1|NAO| GPON |500 Mbps|1|NAO|GOLD|GOLD||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 19:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|MNS-67617262-069|1|||N02G0002|||-60.025124200000000|-3.119645000000000|NAO|||0|False|||||||||||||||NEXT|||0|92000_FB0003615471|AMMNS_G1N02|69025010|BKT_MANAUS5_MULTSKILL|||||0||1|196137446||||1||||||||||||||||||||||||||0
196941128|AGENDADA||22/07/2026 02:10:23|DFBSA_G1M20|Q 605 CJ 1C LT 28 SN|DF|72641129|61050|RECANTO DAS EMAS|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 14:40:27|23/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.SEM NOME 88594AV PONTE ALTA Q 605 LT 13 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: RTEM-66383797-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: BSA_M20_1_GPON_VLAN_119_120_121-EMA OLT Porta: 1 OLT Slot: 13 Vlan Multicast: 4000 Vlan Usuario: 1159 Vlan Unicast: 3924 Vlan Rede: 123 Vlan Audiência: 1159 Caixa Subterrânea: M20G01793 Fibra 1º Nível: M20-F#225 Fibra Porta: 5 Fibra Splitter 2: M20SP225SS1 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: M20-F#225 Lateral Fibra: N/E||RTEM-V0001UNY9L-013|RECANTO DAS EMAS|BRASILIA| |CENTRO OESTE|||||||81066274|RESIDENCIAL||0|V0001UNY9L|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-23 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|RTEM-66383797-069|BSA_M20_1_GPON_VLAN_119_120_121-EMA|1|13|M20SP225SS1|||-48.065100000000001|-15.915939999999999|NAO|||0|False|||||||||||||||NEXT|||0|61050_88594|DFBSA_G1M20|72641129|BKT_RECANTO_DAS_EMAS|||||0||0|||||||||||||||||||||||||||||||0
196941363|AGENDADA||22/07/2026 03:30:37|MGBHE_G1M62|RUA ESCARPA 95|MG|31525240|31000|SANTA MONICA|TROUBLETICKET|DEFEITO|BANDA|PROBLEMA COM MODEM - HGU|21/07/2026 14:40:44|23/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.JOAO BERNARDO MAGALHAES155 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: BHE-73079791-069 Tipo Rede Fibra: GPON ID ONT: N/E OLT: BHE_M62_1_GPON_VLAN_109_110_111-BSB OLT Porta: 7 OLT Slot: 10 Vlan Multicast: 4000 Vlan Usuario: 2547 Vlan Unicast: 3801 Vlan Rede: 110 Vlan Audiência: 2547 Caixa Subterrânea: M62G0766 Fibra 1º Nível: M62-F#191 Fibra Porta: 5 Fibra Splitter 2: M62SP191SS6 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: M62-F#191 Lateral Fibra: N/E||BHE-V0001XIC5V-013|BELO HORIZONTE|BELO HORIZONTE| |MINAS|||||||A0179414|RESIDENCIAL||0|V0001XIC5V|0|NAO| GPON |500 Mbps|0|NAO|PLATINUM|PLATINUM||VIVO2||||GPON|N|||2026-07-23 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|BHE-73079791-069|BHE_M62_1_GPON_VLAN_109_110_111-BSB|7|10|M62SP191SS6|||-43.976483330654005|-19.825701072649000|NAO|||0|False|||||||||||||||NEXT|||0|31000_31003655|MGBHE_G1M62|31525240|BKT_VENDA_NOVA|||||0||0|||||||||||||||||||||||||||||||0
196941375|PENDENTE|AGENDAMENTO|21/07/2026 22:29:06|CEFLA_G1I06|AVENIDA TENENTE LISBOA 3789|CE|60355055|85000|PRESIDENTE KENNEDY|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 14:40:46|21/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.LUIZ GUIMARAES47 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: FLA-71720455-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: FLA_I06_1_GPON_VLAN_113_117_118-ALC OLT Porta: 5 OLT Slot: 7 Vlan Multicast: 4000 Vlan Usuario: 2419 Vlan Unicast: 3909 Vlan Rede: 113 Vlan Audiência: 2419 Caixa Subterrânea: I06G0536 Fibra 1º Nível: I06-F#67 Fibra Porta: 3 Fibra Splitter 2: I06SP67SS8 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I06-F#67 Lateral Fibra: N/E||FLA-V0001X120J-013|FORTALEZA|FORTALEZA| |NORDESTE|||80741555||INICIADA NAO FINALIZADA||81030629|RESIDENCIAL||1|V0001X120J|0|NAO| GPON |600 Mbps|0|NAO|SILVER|SILVER||VIVO2||||GPON|N|||2026-07-21 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|FLA-71720455-069|FLA_I06_1_GPON_VLAN_113_117_118-ALC|5|7|I06SP67SS8|||-38.567765409281002|-3.721370062987000|NAO|||0|False|||||||||||||||NEXT|||0|85000_23207|CEFLA_G1I06|60355055|BKT_FORTALEZA_R2_NORTE|Reagendamento Reparos|22/07/2026 08:40:02|||0||0|||||||||||||||||||||||||||||||0
196941388|AGENDADA||21/07/2026 20:10:23|CEFLA_O1A63|TRAVESSA NOSSA SENHORA DAS GRACAS 66|CE|60011240|85000|FARIAS BRITO|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 14:40:48|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.DOM JERONIMO (FARIAS BRITO)487 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: FLA-59916958-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: FLA_A63_1_GPON_VLAN_205-ALC OLT Porta: 9 OLT Slot: 6 Vlan Multicast: 4000 Vlan Usuario: 877 Vlan Unicast: 3902 Vlan Rede: 205 Vlan Audiência: 877 Caixa Subterrânea: A63G0099 Fibra 1º Nível: A63-F#25 Fibra Porta: 5 Fibra Splitter 2: A63SP25SS3 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: A63-F#25 Lateral Fibra: N/E||FLA-V0001QXCC1-013|FORTALEZA|FORTALEZA| |NORDESTE|||||||81081598|RESIDENCIAL||0|V0001QXCC1|0|NAO| GPON |500 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-22 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|FLA-59916958-069|FLA_A63_1_GPON_VLAN_205-ALC|9|6|A63SP25SS3|||-38.542619193187001|-3.735463672108000|NAO|||0|False|||||||||||||||NEXT|||0|85000_10105|CEFLA_O1A63|60011240|BKT_FORTALEZA_R2_NORTE|||||0||0|||||||||||||||||||||||||||||||0
196941554|AGENDADA||21/07/2026 14:42:51|GOGNA_G1I07|C (SETOR PROGRESSO) SN|GO|74580740|62000|GOIANIA|TROUBLETICKET|DEFEITO|BANDA|PREV PÓS CONTATO CE|21/07/2026 14:41:37|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.C (SETOR PROGRESSO)18Q 31 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: GNA-39163573-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: GNA_I07_2_GPON_VLAN_479_597_600-ALC OLT Porta: 10 OLT Slot: 5 Vlan Multicast: 4000 Vlan Usuario: 689 Vlan Unicast: 3925 Vlan Rede: 479 Vlan Audiência: 689 Caixa Subterrânea: I07G02132 Fibra 1º Nível: I07-F#267 Fibra Porta: 4 Fibra Splitter 2: I07SP267SS4 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I07-F#267 Lateral Fibra: N/E||GNA-815J7ASWL1-013|GOIANIA|GOIANIA| |CENTRO OESTE|||||||81001284|RESIDENCIAL||0|C006691B05|0|NAO| GPON |500 Mbps|0|NAO|SILVER|SILVER||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|GNA-39163573-069|GNA_I07_2_GPON_VLAN_479_597_600-ALC|10|5|I07SP267SS4|||-49.292310000000001|-16.650009999999998|NAO|||0|False|||||||||||||||NEXT|||0|62000_120063|GOGNA_G1I07|74580740|BKT_GOIANIA_ABILITY|||||0||0|||||||||||||||||||||||||||||||0
196941672|PENDENTE|ABERTA MASSIVA|22/07/2026 03:03:08|GOGNA_G1I12|RUA GUILHERME MARCONI 4|GO|74835140|62000|SERRINHA|TROUBLETICKET|DEFEITO|BANDA|NAVEG - NÃO NAVEGA|21/07/2026 14:42:10|22/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: R.GUILHERME MARCONI9Q 16 LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: GNA-73857732-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: GNA_I12_2_GPON_VLAN_264_265_266-ALC OLT Porta: 3 OLT Slot: 8 Vlan Multicast: 4000 Vlan Usuario: 237 Vlan Unicast: 3932 Vlan Rede: 265 Vlan Audiência: 237 Caixa Subterrânea: I12G02514 Fibra 1º Nível: I12-F#341 Fibra Porta: 6 Fibra Splitter 2: I12SP341SS2 Tecnologia Fibra: N/E Tipo Equipamento: N/E Cabo: I12-F#341 Lateral Fibra: N/E||GNA-V0001XSXQT-013|GOIANIA|GOIANIA| |CENTRO OESTE|||||ABERTA MASSIVA||GPS_1|RESIDENCIAL||0|V0001XSXQT|0|NAO| GPON |700 Mbps|0|NAO|GOLD|GOLD||VIVO2||||GPON|N|||2026-07-22 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|GNA-73857732-069|GNA_I12_2_GPON_VLAN_264_265_266-ALC|3|8|I12SP341SS2|||-49.267949999999999|-16.727239999999998|NAO|||0|False|||||||||||||||NEXT|||0|62000_3992|GOGNA_G1I12|74835140|BKT_GOIANIA_ABILITY|||||0||0||||||32496140|365758957|Encerrado|PENDENTE|OUTRO|TESTADO|||NA|DENTRO DO PRAZO CERTIFICAÇÃO|||Alive|Autenticado||Jul 22 2026  7:51AM|Jul 22 2026  5:23AM|||Jul 22 2026  2:27AM|Jul 22 2026  7:13AM|Jul 22 2026  7:37AM||||0
196941751|AGENDADA||21/07/2026 20:10:25|RNPWM_G1I01|RUA RIO NILO 35|RN|59149130|84024|EMAUS|TROUBLETICKET|DEFEITO|BANDA|SINCRONISMO|21/07/2026 14:42:36|22/07/2026 12:30:00|08:30-12:30|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: PWM-76619797-069 Tipo Rede Fibra: FTTH ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 149 Vlan Unicast: N/E Vlan Rede: 119 Vlan Audiência: 149 Caixa Subterrânea: I01G0543 Fibra 1º Nível: N/E Fibra Porta: 1 Fibra Splitter 2: I01G0543 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||PWM-V0001YTE7X-013|PARNAMIRIM|NATAL| |NORDESTE|||||||81004830|RESIDENCIAL||0|V0001YTE7X|0|NAO| GPON |700 Mbps|0|NAO|GOLD|GOLD||FIBRASIL||FIBRASIL||GPON|N|||2026-07-22 12:30:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|PWM-76619797-069|1|||I01G0543|||-35.251310500000002|-5.886370300000000|NAO|||0|False|||||||||||||||NEXT|||0|84024_FB0008299118|RNPWM_G1I01|59149130|BKT_PARNAMIRIM|||||0||0|||||||||||||||||||||||||||||||0
196941934|PENDENTE|TRIAGEM|21/07/2026 14:43:20|PABLM_G1M14|RODOVIA AUGUSTO MONTENEGRO 6955|PA|66833000|91000|TAPANA ICOARACI|TROUBLETICKET|DEFEITO|BANDA|PROBLEMAS COM INTERNET|21/07/2026 14:43:20|24/07/2026 18:00:00|12:30-18:00|Dslan: N/E Nome NISIP(agregador): N/E DG Assinante H: N/E DG Assinante V: N/E DG Assinante Pino: N/E DG Central H: N/E DG Central V: N/E DG Central Pino: N/E ID Central MSAN: N/E Cabo Primário: N/E Par Primário: N/E Tipo da Caixa Primário: N/E Número da caixa primário: N/E Número da Caixa secundário: N/E Par Secundário: N/E Endereço da caixa: N/E LIC para: N/E Pino Para: N/E Lic Dedicado: N/E Par Dedicado: N/E Satelite: N/E ID Fibra: BLM-64123539-069 Tipo Rede Fibra: GPON ID ONT: N/E OLT: 1 OLT Porta: N/E OLT Slot: N/E Vlan Multicast: N/E Vlan Usuario: 261 Vlan Unicast: N/E Vlan Rede: 140 Vlan Audiência: 261 Caixa Subterrânea: M14GPT127 Fibra 1º Nível: N/E Fibra Porta: 2 Fibra Splitter 2: M14GPT127 Tecnologia Fibra: GPON Tipo Equipamento: N/E Cabo: N/E Lateral Fibra: N/E||BLM-V0001TOVL9-013|BELEM|BELEM| |NORTE|||||||A0157972|RESIDENCIAL||0|V0001TOVL9|0|NAO| GPON |700 Mbps|0|NAO|PLATINUM|PLATINUM||FIBRASIL||FIBRASIL||GPON|N|||2026-07-24 18:00:00||||||||||22/07/2026 08:33:14|22/07/2026 08:21:09|BLM-64123539-069|1|||M14GPT127|||-48.453622799999998|-1.345271900000000|NAO|||0|False|||||||||||||||NEXT|||0|91000_FB0004653035|PABLM_G1M14|66833000|BKT_BELEM_NORTE_FB|||||0||0|||||||||||||||||||||||||||||||0
